"Record ID","Company name","Industry (not in use)","Lead Status","City","Country","Create Date","First Contact Create Date"
"6809886139","Qutisclinics","","","Hertfordshire","","2023-01-12 11:14","2023-01-12 11:14"
"6809866207","Kensington Medical Centre","","","Belfast","","2023-01-12 11:14","2023-01-12 11:14"
"6817935829","Eye & Face Clinic","","","","Ireland","2023-01-13 18:01","2023-01-03 17:41"
"6817936334","Stepps Pharmacy","","","","United Kingdom","2023-01-13 18:01","2023-01-03 17:41"
"6809957062","the-hair-clinic.co.uk","","","London","","2023-01-12 11:14","2023-01-12 11:14"
"6817936374","Hair Skin PRP Clinic","","","","United Kingdom","2023-01-13 18:01","2023-01-03 17:41"
"6817936333","Aesthetic Elegance by Tracy Diane","","","CASCADE","","2023-01-13 18:01","2023-01-03 17:41"
"6817974481","Retreat Clinic","","","Staines","","2023-01-13 18:01","2023-01-13 18:01"
"6817936322","Pūr Skin Clinic","Hospital & Health Care","","Edmonds","United States","2023-01-13 18:01","2023-01-03 17:41"
"6809957067","D Drife","Hospital & Health Care","","Leeds","","2023-01-12 11:14","2023-01-12 11:14"
"6817936110","MARA Menopause Acupuncture Clinic & online SHOP -diets & more","","","","Ireland","2023-01-13 18:01","2023-01-03 17:41"
"6803599848","Hey Baby 4D","","","Derby","","2023-01-11 13:11","2023-01-11 13:11"
"6818083570","Copacabana Beauty Clinic","","","","Netherlands","2023-01-13 18:01","2023-01-03 17:41"
"6826098641","Icanursing","","","","","2023-01-16 14:50","2023-01-16 14:50"
"6818083299","Dermatology Specialists of Spokane","Hospital & Health Care","","Spokane","United States","2023-01-13 18:01","2023-01-03 17:41"
"6807386312","VIDA Clinics","","","","","2023-01-12 09:04","2023-01-12 09:04"
"6798524103","youngandbeautifulaesthertics.co.uk","","","","","2023-01-10 16:31","2023-01-10 16:31"
"6817935803","GLOBAL CARE CLINIC","Hospital & Health Care","","Heusden-Zolder","Belgium","2023-01-13 18:01","2023-01-03 17:41"
"6817936095","Frank McCormick Counselling","","","","United Kingdom","2023-01-13 18:01","2023-01-03 17:41"
